"state","puma22","zcta","stab","ZIPName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","ZIP census tabulation area","State abbr.","ZIP Code name","PUMA22 name","Total population (2020 Census)","puma22-to-zcta allocation factor"
"06","00101","94618","CA","Oakland, CA","Alameda County (North)--Berkeley & Albany Cities",77,0.0005 
"06","00101","94702","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",17637,0.122 
"06","00101","94703","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",20805,0.1439 
"06","00101","94704","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",25137,0.1738 
"06","00101","94705","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",11376,0.0787 
"06","00101","94706","CA","Albany, CA","Alameda County (North)--Berkeley & Albany Cities",21106,0.146 
"06","00101","94707","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",9636,0.0666 
"06","00101","94708","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",9298,0.0643 
"06","00101","94709","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",12514,0.0865 
"06","00101","94710","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",9552,0.0661 
"06","00101","94720","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",7454,0.0516 
"06","00111","94607","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",31067,0.2919 
"06","00111","94608","CA","Emeryville, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",20168,0.1895 
"06","00111","94609","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",15356,0.1443 
"06","00111","94610","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",11391,0.107 
"06","00111","94611","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",4861,0.0457 
"06","00111","94612","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",19773,0.1858 
"06","00111","94618","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",3644,0.0342 
"06","00111","94705","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",173,0.0016 
"06","00112","94602","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",19589,0.1833 
"06","00112","94605","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",10588,0.099 
"06","00112","94609","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",8222,0.0769 
"06","00112","94610","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",13345,0.1248 
"06","00112","94611","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",26883,0.2515 
"06","00112","94618","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",13069,0.1223 
"06","00112","94619","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",13012,0.1217 
"06","00112","94704","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",122,0.0011 
"06","00112","94705","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",2042,0.0191 
"06","00112","94720","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",24,0.0002 
"06","00113","94601","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",14002,0.1113 
"06","00113","94603","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",36681,0.2915 
"06","00113","94605","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",33706,0.2678 
"06","00113","94613","CA","Oakland, CA (PO boxes)","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",346,0.0027 
"06","00113","94619","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",5289,0.042 
"06","00113","94621","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",35816,0.2846 
"06","00114","94501","CA","Alameda, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",64116,0.329 
"06","00114","94502","CA","Alameda, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",14164,0.0727 
"06","00114","94577","CA","San Leandro, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",48844,0.2507 
"06","00114","94578","CA","San Leandro, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",21675,0.1112 
"06","00114","94579","CA","San Leandro, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",21869,0.1122 
"06","00114","94608","CA","Emeryville, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",12905,0.0662 
"06","00114","94610","CA","Oakland, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",2622,0.0135 
"06","00114","94611","CA","Oakland, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",8501,0.0436 
"06","00114","94618","CA","Oakland, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",156,0.0008 
"06","00115","94541","CA","Hayward, CA","Alameda County (Northwest)--Castro Valley & Ashland",21000,0.1946 
"06","00115","94546","CA","Castro Valley, CA","Alameda County (Northwest)--Castro Valley & Ashland",46687,0.4326 
"06","00115","94552","CA","Castro Valley, CA","Alameda County (Northwest)--Castro Valley & Ashland",10757,0.0997 
"06","00115","94577","CA","San Leandro, CA","Alameda County (Northwest)--Castro Valley & Ashland",24,0.0002 
"06","00115","94578","CA","San Leandro, CA","Alameda County (Northwest)--Castro Valley & Ashland",19282,0.1787 
"06","00115","94580","CA","San Lorenzo, CA","Alameda County (Northwest)--Castro Valley & Ashland",10117,0.0938 
"06","00115","94619","CA","Oakland, CA","Alameda County (Northwest)--Castro Valley & Ashland",46,0.0004 
"06","00116","94541","CA","Hayward, CA","Alameda County (Central)--Hayward City (East)",31170,0.3055 
"06","00116","94542","CA","Hayward, CA","Alameda County (Central)--Hayward City (East)",15691,0.1538 
"06","00116","94544","CA","Hayward, CA","Alameda County (Central)--Hayward City (East)",50278,0.4928 
"06","00116","94552","CA","Castro Valley, CA","Alameda County (Central)--Hayward City (East)",3830,0.0375 
"06","00116","94586","CA","Sunol, CA","Alameda County (Central)--Hayward City (East)",12,0.0001 
"06","00116","94587","CA","Union City, CA","Alameda County (Central)--Hayward City (East)",1054,0.0103 
"06","00117","94538","CA","Fremont, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",101,0.001 
"06","00117","94539","CA","Fremont, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",2296,0.0217 
"06","00117","94555","CA","Fremont, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",24223,0.2291 
"06","00117","94560","CA","Newark, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",47533,0.4496 
"06","00117","94587","CA","Union City, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",31568,0.2986 
"06","00118","94536","CA","Fremont, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",72950,0.58 
"06","00118","94538","CA","Fremont, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",2579,0.0205 
"06","00118","94544","CA","Hayward, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",6,0 
"06","00118","94552","CA","Castro Valley, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",67,0.0005 
"06","00118","94555","CA","Fremont, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",12664,0.1007 
"06","00118","94587","CA","Union City, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",37499,0.2982 
"06","00119","94539","CA","Fremont, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",9,0.0001 
"06","00119","94552","CA","Castro Valley, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",67,0.0005 
"06","00119","94566","CA","Pleasanton, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",45055,0.3571 
"06","00119","94568","CA","Dublin, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",44194,0.3503 
"06","00119","94586","CA","Sunol, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",931,0.0074 
"06","00119","94588","CA","Pleasanton, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",35922,0.2847 
"06","00120","94505","CA","Discovery Bay, CA","Alameda County (East)--Livermore & Dublin (East) Cities",69,0.0006 
"06","00120","94514","CA","Byron, CA","Alameda County (East)--Livermore & Dublin (East) Cities",61,0.0005 
"06","00120","94550","CA","Livermore, CA","Alameda County (East)--Livermore & Dublin (East) Cities",49840,0.42 
"06","00120","94551","CA","Livermore, CA","Alameda County (East)--Livermore & Dublin (East) Cities",40109,0.338 
"06","00120","94568","CA","Dublin, CA","Alameda County (East)--Livermore & Dublin (East) Cities",28396,0.2393 
"06","00120","95377","CA","Tracy, CA","Alameda County (East)--Livermore & Dublin (East) Cities",70,0.0006 
"06","00120","95391","CA","Tracy, CA","Alameda County (East)--Livermore & Dublin (East) Cities",118,0.001 
"06","00121","94536","CA","Fremont, CA","Alameda County (South)--Fremont City (Southeast)",222,0.0019 
"06","00121","94538","CA","Fremont, CA","Alameda County (South)--Fremont City (Southeast)",63744,0.551 
"06","00121","94539","CA","Fremont, CA","Alameda County (South)--Fremont City (Southeast)",51721,0.4471 
"06","00122","94541","CA","Hayward, CA","Alameda County (West)--Hayward City (West)",17566,0.1751 
"06","00122","94544","CA","Hayward, CA","Alameda County (West)--Hayward City (West)",29485,0.2939 
"06","00122","94545","CA","Hayward, CA","Alameda County (West)--Hayward City (West)",33786,0.3368 
"06","00122","94580","CA","San Lorenzo, CA","Alameda County (West)--Hayward City (West)",19473,0.1941 
"06","00123","94601","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",40164,0.3958 
"06","00123","94602","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",10113,0.0997 
"06","00123","94606","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",40768,0.4018 
"06","00123","94610","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",3903,0.0385 
"06","00123","94619","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",6520,0.0643 
"06","00300"," ","CA","[not in a ZCTA]","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",142,0.0007 
"06","00300","89010","CA","Dyer, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",10,0.0001 
"06","00300","89019","CA","Jean, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5,0 
"06","00300","89060","CA","Pahrump, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",30,0.0002 
"06","00300","89061","CA","Pahrump, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",58,0.0003 
"06","00300","92328","CA","Death Valley, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",640,0.0033 
"06","00300","92384","CA","Shoshone, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",24,0.0001 
"06","00300","92389","CA","Tecopa, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",123,0.0006 
"06","00300","93512","CA","Benton, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",243,0.0013 
"06","00300","93513","CA","Big Pine, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1870,0.0097 
"06","00300","93514","CA","Bishop, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",14361,0.0748 
"06","00300","93517","CA","Bridgeport, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",768,0.004 
"06","00300","93522","CA","Darwin, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",37,0.0002 
"06","00300","93526","CA","Independence, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",628,0.0033 
"06","00300","93527","CA","Inyokern, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",11,0.0001 
"06","00300","93529","CA","June Lake, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",619,0.0032 
"06","00300","93530","CA","Keeler, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",71,0.0004 
"06","00300","93541","CA","Lee Vining, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",488,0.0025 
"06","00300","93545","CA","Lone Pine, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2072,0.0108 
"06","00300","93546","CA","Mammoth Lakes, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",8545,0.0445 
"06","00300","93549","CA","Olancha, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",235,0.0012 
"06","00300","93601","CA","Ahwahnee, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",125,0.0007 
"06","00300","93623","CA","Fish Camp, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",69,0.0004 
"06","00300","93653","CA","Raymond, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",92,0.0005 
"06","00300","95221","CA","Altaville, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",549,0.0029 
"06","00300","95222","CA","Angels Camp, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4888,0.0255 
"06","00300","95223","CA","Arnold, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4050,0.0211 
"06","00300","95224","CA","Avery, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",367,0.0019 
"06","00300","95225","CA","Burson, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",605,0.0032 
"06","00300","95226","CA","Campo Seco, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",48,0.0003 
"06","00300","95228","CA","Copperopolis, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4571,0.0238 
"06","00300","95230","CA","Farmington, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",117,0.0006 
"06","00300","95232","CA","Glencoe, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",170,0.0009 
"06","00300","95233","CA","Hathaway Pines, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",363,0.0019 
"06","00300","95236","CA","Linden, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",110,0.0006 
"06","00300","95245","CA","Mokelumne Hill, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2126,0.0111 
"06","00300","95246","CA","Mountain Ranch, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1307,0.0068 
"06","00300","95247","CA","Murphys, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3963,0.0206 
"06","00300","95248","CA","Rail Road Flat, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",266,0.0014 
"06","00300","95249","CA","San Andreas, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3983,0.0208 
"06","00300","95251","CA","Vallecito, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",753,0.0039 
"06","00300","95252","CA","Valley Springs, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",14260,0.0743 
"06","00300","95254","CA","Wallace, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",525,0.0027 
"06","00300","95255","CA","West Point, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1956,0.0102 
"06","00300","95257","CA","Wilseyville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",454,0.0024 
"06","00300","95305","CA","Big Oak Flat, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",416,0.0022 
"06","00300","95306","CA","Catheys Valley, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",936,0.0049 
"06","00300","95309","CA","Chinese Camp, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",9,0 
"06","00300","95310","CA","Columbia, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1794,0.0093 
"06","00300","95311","CA","Coulterville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1997,0.0104 
"06","00300","95318","CA","El Portal, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",413,0.0022 
"06","00300","95321","CA","Groveland, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3745,0.0195 
"06","00300","95325","CA","Hornitos, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",47,0.0002 
"06","00300","95327","CA","Jamestown, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",8837,0.046 
"06","00300","95329","CA","La Grange, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2371,0.0124 
"06","00300","95335","CA","Long Barn, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",412,0.0021 
"06","00300","95338","CA","Mariposa, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",11019,0.0574 
"06","00300","95345","CA","Midpines, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",633,0.0033 
"06","00300","95346","CA","Mi Wuk Village, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1106,0.0058 
"06","00300","95364","CA","Pinecrest, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",24,0.0001 
"06","00300","95369","CA","Snelling, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",55,0.0003 
"06","00300","95370","CA","Sonora, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",28090,0.1464 
"06","00300","95372","CA","Soulsbyville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1838,0.0096 
"06","00300","95375","CA","Strawberry, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",113,0.0006 
"06","00300","95379","CA","Tuolumne, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3816,0.0199 
"06","00300","95383","CA","Twain Harte, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4157,0.0217 
"06","00300","95389","CA","Yosemite National Park, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",594,0.0031 
"06","00300","95601","CA","Amador City, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",284,0.0015 
"06","00300","95629","CA","Fiddletown, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",877,0.0046 
"06","00300","95640","CA","Ione, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",12823,0.0668 
"06","00300","95642","CA","Jackson, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",7544,0.0393 
"06","00300","95646","CA","Kirkwood, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",188,0.001 
"06","00300","95665","CA","Pine Grove, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4657,0.0243 
"06","00300","95666","CA","Pioneer, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5398,0.0281 
"06","00300","95669","CA","Plymouth, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2431,0.0127 
"06","00300","95675","CA","River Pines, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",390,0.002 
"06","00300","95685","CA","Sutter Creek, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4542,0.0237 
"06","00300","95689","CA","Volcano, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1274,0.0066 
"06","00300","95699","CA","Drytown, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",175,0.0009 
"06","00300","96107","CA","Coleville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1100,0.0057 
"06","00300","96120","CA","Markleeville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",955,0.005 
"06","00300","96133","CA","Topaz, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",175,0.0009 
"06","00700"," ","CA","[not in a ZCTA]","Butte County--Chico City",16,0.0001 
"06","00700","95901","CA","Marysville, CA","Butte County--Chico City",347,0.0016 
"06","00700","95914","CA","Bangor, CA","Butte County--Chico City",578,0.0027 
"06","00700","95916","CA","Berry Creek, CA","Butte County--Chico City",1680,0.0079 
"06","00700","95917","CA","Biggs, CA","Butte County--Chico City",3264,0.0154 
"06","00700","95926","CA","Chico, CA","Butte County--Chico City",41259,0.195 
"06","00700","95928","CA","Chico, CA","Butte County--Chico City",38378,0.1813 
"06","00700","95930","CA","Clipper Mills, CA","Butte County--Chico City",229,0.0011 
"06","00700","95938","CA","Durham, CA","Butte County--Chico City",3740,0.0177 
"06","00700","95941","CA","Forbestown, CA","Butte County--Chico City",365,0.0017 
"06","00700","95942","CA","Forest Ranch, CA","Butte County--Chico City",1576,0.0074 
"06","00700","95948","CA","Gridley, CA","Butte County--Chico City",11582,0.0547 
"06","00700","95954","CA","Magalia, CA","Butte County--Chico City",8556,0.0404 
"06","00700","95958","CA","Nelson, CA (PO boxes)","Butte County--Chico City",45,0.0002 
"06","00700","95965","CA","Oroville, CA","Butte County--Chico City",21548,0.1018 
"06","00700","95966","CA","Oroville, CA","Butte County--Chico City",31468,0.1487 
"06","00700","95968","CA","Palermo, CA","Butte County--Chico City",1512,0.0071 
"06","00700","95969","CA","Paradise, CA","Butte County--Chico City",5710,0.027 
"06","00700","95973","CA","Chico, CA","Butte County--Chico City",39500,0.1866 
"06","00700","95974","CA","Richvale, CA (PO boxes)","Butte County--Chico City",142,0.0007 
"06","00700","95978","CA","Stirling City, CA (PO boxes)","Butte County--Chico City",137,0.0006 
"06","01100"," ","CA","[not in a ZCTA]","Colusa, Glenn, Tehama & Trinity Counties",188,0.0014 
"06","01100","95526","CA","Bridgeville, CA","Colusa, Glenn, Tehama & Trinity Counties",148,0.0011 
"06","01100","95527","CA","Burnt Ranch, CA","Colusa, Glenn, Tehama & Trinity Counties",556,0.0042 
"06","01100","95552","CA","Mad River, CA","Colusa, Glenn, Tehama & Trinity Counties",547,0.0041 
"06","01100","95563","CA","Salyer, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",589,0.0044 
"06","01100","95595","CA","Zenia, CA","Colusa, Glenn, Tehama & Trinity Counties",146,0.0011 
"06","01100","95645","CA","Knights Landing, CA","Colusa, Glenn, Tehama & Trinity Counties",105,0.0008 
"06","01100","95912","CA","Arbuckle, CA","Colusa, Glenn, Tehama & Trinity Counties",4942,0.0372 
"06","01100","95913","CA","Artois, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",369,0.0028 
"06","01100","95920","CA","Butte City, CA","Colusa, Glenn, Tehama & Trinity Counties",267,0.002 
"06","01100","95932","CA","Colusa, CA","Colusa, Glenn, Tehama & Trinity Counties",7832,0.059 
"06","01100","95939","CA","Elk Creek, CA","Colusa, Glenn, Tehama & Trinity Counties",545,0.0041 
"06","01100","95943","CA","Glenn, CA","Colusa, Glenn, Tehama & Trinity Counties",774,0.0058 
"06","01100","95950","CA","Grimes, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",413,0.0031 
"06","01100","95951","CA","Hamilton City, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",2385,0.018 
"06","01100","95955","CA","Maxwell, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",1403,0.0106 
"06","01100","95957","CA","Meridian, CA","Colusa, Glenn, Tehama & Trinity Counties",14,0.0001 
"06","01100","95963","CA","Orland, CA","Colusa, Glenn, Tehama & Trinity Counties",16250,0.1225 
"06","01100","95970","CA","Princeton, CA","Colusa, Glenn, Tehama & Trinity Counties",535,0.004 
"06","01100","95973","CA","Chico, CA","Colusa, Glenn, Tehama & Trinity Counties",109,0.0008 
"06","01100","95979","CA","Stonyford, CA","Colusa, Glenn, Tehama & Trinity Counties",519,0.0039 
"06","01100","95987","CA","Williams, CA","Colusa, Glenn, Tehama & Trinity Counties",6270,0.0473 
"06","01100","95988","CA","Willows, CA","Colusa, Glenn, Tehama & Trinity Counties",8842,0.0666 
"06","01100","96010","CA","Big Bar, CA","Colusa, Glenn, Tehama & Trinity Counties",154,0.0012 
"06","01100","96021","CA","Corning, CA","Colusa, Glenn, Tehama & Trinity Counties",17123,0.129 
"06","01100","96022","CA","Cottonwood, CA","Colusa, Glenn, Tehama & Trinity Counties",8711,0.0656 
"06","01100","96024","CA","Douglas City, CA","Colusa, Glenn, Tehama & Trinity Counties",859,0.0065 
"06","01100","96029","CA","Flournoy, CA","Colusa, Glenn, Tehama & Trinity Counties",138,0.001 
"06","01100","96035","CA","Gerber, CA","Colusa, Glenn, Tehama & Trinity Counties",3175,0.0239 
"06","01100","96041","CA","Hayfork, CA","Colusa, Glenn, Tehama & Trinity Counties",5574,0.042 
"06","01100","96046","CA","Hyampom, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",304,0.0023 
"06","01100","96048","CA","Junction City, CA","Colusa, Glenn, Tehama & Trinity Counties",698,0.0053 
"06","01100","96052","CA","Lewiston, CA","Colusa, Glenn, Tehama & Trinity Counties",1498,0.0113 
"06","01100","96055","CA","Los Molinos, CA","Colusa, Glenn, Tehama & Trinity Counties",3951,0.0298 
"06","01100","96059","CA","Manton, CA","Colusa, Glenn, Tehama & Trinity Counties",318,0.0024 
"06","01100","96061","CA","Mill Creek, CA","Colusa, Glenn, Tehama & Trinity Counties",90,0.0007 
