"state","puma22","place","stab","PlaceName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Place code","State abbr.","Place name","PUMA22 name","Total population (2020 Census)","puma22-to-place allocation factor"
"06","05906","28000","CA","Fullerton city, CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",1051,0.0055 
"06","05906","39290","CA","La Habra city, CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",54646,0.2848 
"06","05906","57526","CA","Placentia city, CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",14948,0.0779 
"06","05906","86832","CA","Yorba Linda city, CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",67930,0.3541 
"06","05906","99999","CA","[not in a place]","Orange County (North)--Yorba Linda, La Habra & Brea Cities",2945,0.0153 
"06","05907","02000","CA","Anaheim city, CA","Orange County (North Central)--Fullerton & Placentia Cities",5638,0.0285 
"06","05907","08100","CA","Brea city, CA","Orange County (North Central)--Fullerton & Placentia Cities",2538,0.0128 
"06","05907","08786","CA","Buena Park city, CA","Orange County (North Central)--Fullerton & Placentia Cities",1452,0.0073 
"06","05907","28000","CA","Fullerton city, CA","Orange County (North Central)--Fullerton & Placentia Cities",142423,0.7201 
"06","05907","39290","CA","La Habra city, CA","Orange County (North Central)--Fullerton & Placentia Cities",8451,0.0427 
"06","05907","57526","CA","Placentia city, CA","Orange County (North Central)--Fullerton & Placentia Cities",36865,0.1864 
"06","05907","99999","CA","[not in a place]","Orange County (North Central)--Fullerton & Placentia Cities",418,0.0021 
"06","05908","02000","CA","Anaheim city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",2732,0.0147 
"06","05908","08786","CA","Buena Park city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",72950,0.3938 
"06","05908","17750","CA","Cypress city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",46115,0.249 
"06","05908","40256","CA","La Palma city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",15581,0.0841 
"06","05908","43224","CA","Los Alamitos city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",11780,0.0636 
"06","05908","63050","CA","Rossmoor CDP, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",10625,0.0574 
"06","05908","70686","CA","Seal Beach city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",24776,0.1338 
"06","05908","73962","CA","Stanton city, CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",274,0.0015 
"06","05908","99999","CA","[not in a place]","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",400,0.0022 
"06","05909","02000","CA","Anaheim city, CA","Orange County (North Central)--Anaheim City (West)",124993,0.8468 
"06","05909","08786","CA","Buena Park city, CA","Orange County (North Central)--Anaheim City (West)",9632,0.0653 
"06","05909","17750","CA","Cypress city, CA","Orange County (North Central)--Anaheim City (West)",352,0.0024 
"06","05909","29000","CA","Garden Grove city, CA","Orange County (North Central)--Anaheim City (West)",867,0.0059 
"06","05909","73962","CA","Stanton city, CA","Orange County (North Central)--Anaheim City (West)",2079,0.0141 
"06","05909","99999","CA","[not in a place]","Orange County (North Central)--Anaheim City (West)",9686,0.0656 
"06","05912","02000","CA","Anaheim city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",6316,0.0371 
"06","05912","17750","CA","Cypress city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",3684,0.0216 
"06","05912","25380","CA","Fountain Valley city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",1152,0.0068 
"06","05912","29000","CA","Garden Grove city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",19593,0.115 
"06","05912","36000","CA","Huntington Beach city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",6031,0.0354 
"06","05912","47430","CA","Midway City CDP, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",8825,0.0518 
"06","05912","73962","CA","Stanton city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",35515,0.2085 
"06","05912","84550","CA","Westminster city, CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",86767,0.5094 
"06","05912","99999","CA","[not in a place]","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",2435,0.0143 
"06","05913","02000","CA","Anaheim city, CA","Orange County (Northwest)--Garden Grove City (East)",5544,0.0346 
"06","05913","29000","CA","Garden Grove city, CA","Orange County (Northwest)--Garden Grove City (East)",146585,0.9136 
"06","05913","53980","CA","Orange city, CA","Orange County (Northwest)--Garden Grove City (East)",1255,0.0078 
"06","05913","69000","CA","Santa Ana city, CA","Orange County (Northwest)--Garden Grove City (East)",6542,0.0408 
"06","05913","73962","CA","Stanton city, CA","Orange County (Northwest)--Garden Grove City (East)",94,0.0006 
"06","05913","84550","CA","Westminster city, CA","Orange County (Northwest)--Garden Grove City (East)",433,0.0027 
"06","05914","36000","CA","Huntington Beach city, CA","Orange County (Northwest)--Huntington Beach City",192680,0.979 
"06","05914","70686","CA","Seal Beach city, CA","Orange County (Northwest)--Huntington Beach City",466,0.0024 
"06","05914","84550","CA","Westminster city, CA","Orange County (Northwest)--Huntington Beach City",3548,0.018 
"06","05914","99999","CA","[not in a place]","Orange County (Northwest)--Huntington Beach City",123,0.0006 
"06","05916","25380","CA","Fountain Valley city, CA","Orange County (Central)--Santa Ana City (West)",1754,0.0121 
"06","05916","29000","CA","Garden Grove city, CA","Orange County (Central)--Santa Ana City (West)",4904,0.0337 
"06","05916","69000","CA","Santa Ana city, CA","Orange County (Central)--Santa Ana City (West)",138585,0.9531 
"06","05916","84550","CA","Westminster city, CA","Orange County (Central)--Santa Ana City (West)",163,0.0011 
"06","05917","69000","CA","Santa Ana city, CA","Orange County (Central)--Santa Ana City (East)",155932,0.9981 
"06","05917","80854","CA","Tustin city, CA","Orange County (Central)--Santa Ana City (East)",294,0.0019 
"06","05918","16532","CA","Costa Mesa city, CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",111213,0.616 
"06","05918","25380","CA","Fountain Valley city, CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",54141,0.2999 
"06","05918","51182","CA","Newport Beach city, CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",12979,0.0719 
"06","05918","99999","CA","[not in a place]","Orange County (Central)--Costa Mesa & Fountain Valley Cities",2217,0.0123 
"06","05919","02000","CA","Anaheim city, CA","Orange County (North Central)--Anaheim City (East)",183397,0.9376 
"06","05919","28000","CA","Fullerton city, CA","Orange County (North Central)--Anaheim City (East)",143,0.0007 
"06","05919","53980","CA","Orange city, CA","Orange County (North Central)--Anaheim City (East)",12059,0.0616 
"06","05919","57526","CA","Placentia city, CA","Orange County (North Central)--Anaheim City (East)",11,0.0001 
"06","05920","02000","CA","Anaheim city, CA","Orange County (Central)--Orange & Villa Park Cities",2008,0.0137 
"06","05920","52379","CA","North Tustin CDP, CA","Orange County (Central)--Orange & Villa Park Cities",6696,0.0458 
"06","05920","53980","CA","Orange city, CA","Orange County (Central)--Orange & Villa Park Cities",121923,0.8344 
"06","05920","69000","CA","Santa Ana city, CA","Orange County (Central)--Orange & Villa Park Cities",2048,0.014 
"06","05920","82744","CA","Villa Park city, CA","Orange County (Central)--Orange & Villa Park Cities",5843,0.04 
"06","05920","99999","CA","[not in a place]","Orange County (Central)--Orange & Villa Park Cities",7594,0.052 
"06","05921","02000","CA","Anaheim city, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",10642,0.0754 
"06","05921","36770","CA","Irvine city, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",48364,0.3428 
"06","05921","39496","CA","Lake Forest city, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",73327,0.5197 
"06","05921","48256","CA","Mission Viejo city, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",1944,0.0138 
"06","05921","48410","CA","Modjeska CDP, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",632,0.0045 
"06","05921","53980","CA","Orange city, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",4674,0.0331 
"06","05921","71918","CA","Silverado CDP, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",932,0.0066 
"06","05921","80210","CA","Trabuco Canyon CDP, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",21,0.0001 
"06","05921","85587","CA","Williams Canyon CDP, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",93,0.0007 
"06","05921","86832","CA","Yorba Linda city, CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",406,0.0029 
"06","05921","99999","CA","[not in a place]","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",52,0.0004 
"06","05922","16532","CA","Costa Mesa city, CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",390,0.0031 
"06","05922","36770","CA","Irvine city, CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",20159,0.1589 
"06","05922","51182","CA","Newport Beach city, CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",206,0.0016 
"06","05922","52379","CA","North Tustin CDP, CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",19022,0.1499 
"06","05922","69000","CA","Santa Ana city, CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",7120,0.0561 
"06","05922","80854","CA","Tustin city, CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",79982,0.6304 
"06","05923","36770","CA","Irvine city, CA","Orange County (Central)--Irvine City (Central)",142279,1 
"06","05924","36770","CA","Irvine city, CA","Orange County (Central)--Irvine City (South)",96868,0.8945 
"06","05924","39496","CA","Lake Forest city, CA","Orange County (Central)--Irvine City (South)",11424,0.1055 
"06","05924","99999","CA","[not in a place]","Orange County (Central)--Irvine City (South)",4,0 
"06","05925","00947","CA","Aliso Viejo city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",52122,0.2901 
"06","05925","16532","CA","Costa Mesa city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",315,0.0018 
"06","05925","17946","CA","Dana Point city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",325,0.0018 
"06","05925","39178","CA","Laguna Beach city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",23032,0.1282 
"06","05925","39220","CA","Laguna Hills city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",13091,0.0729 
"06","05925","39248","CA","Laguna Niguel city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",14,0.0001 
"06","05925","39259","CA","Laguna Woods city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",17644,0.0982 
"06","05925","51182","CA","Newport Beach city, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",72054,0.4011 
"06","05925","99999","CA","[not in a place]","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",1064,0.0059 
"06","05926","00947","CA","Aliso Viejo city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",54,0.0005 
"06","05926","39220","CA","Laguna Hills city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",18283,0.1556 
"06","05926","39248","CA","Laguna Niguel city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",1113,0.0095 
"06","05926","39496","CA","Lake Forest city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",1107,0.0094 
"06","05926","48256","CA","Mission Viejo city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",89881,0.7647 
"06","05926","59587","CA","Rancho Santa Margarita city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",4104,0.0349 
"06","05926","68028","CA","San Juan Capistrano city, CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",2993,0.0255 
"06","05927","16580","CA","Coto de Caza CDP, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",14710,0.1338 
"06","05927","39114","CA","Ladera Ranch CDP, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",26170,0.2381 
"06","05927","40526","CA","Las Flores CDP, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",5995,0.0545 
"06","05927","48256","CA","Mission Viejo city, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",1828,0.0166 
"06","05927","59503","CA","Rancho Mission Viejo CDP, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",10378,0.0944 
"06","05927","59587","CA","Rancho Santa Margarita city, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",43845,0.3989 
"06","05927","68028","CA","San Juan Capistrano city, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",5160,0.0469 
"06","05927","80210","CA","Trabuco Canyon CDP, CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",999,0.0091 
"06","05927","99999","CA","[not in a place]","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",841,0.0077 
"06","05928","17946","CA","Dana Point city, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",32782,0.175 
"06","05928","39248","CA","Laguna Niguel city, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",63228,0.3375 
"06","05928","65084","CA","San Clemente city, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",64293,0.3432 
"06","05928","68028","CA","San Juan Capistrano city, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",27043,0.1443 
"06","06101","62938","CA","Roseville city, CA","Placer County (Southwest)--Roseville City",145042,0.9422 
"06","06101","71414","CA","Sheridan CDP, CA","Placer County (Southwest)--Roseville City",48,0.0003 
"06","06101","99999","CA","[not in a place]","Placer County (Southwest)--Roseville City",8843,0.0574 
"06","06102","30693","CA","Granite Bay CDP, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",1458,0.0108 
"06","06102","41474","CA","Lincoln city, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",48724,0.3623 
"06","06102","43140","CA","Loomis town, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",6836,0.0508 
"06","06102","56546","CA","Penryn CDP, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",278,0.0021 
"06","06102","62364","CA","Rocklin city, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",71601,0.5324 
"06","06102","62938","CA","Roseville city, CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",326,0.0024 
"06","06102","99999","CA","[not in a place]","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",5268,0.0392 
"06","06103","01276","CA","Alta CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",615,0.0053 
"06","06103","03204","CA","Auburn city, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",13776,0.1184 
"06","06103","11418","CA","Carnelian Bay CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",518,0.0045 
"06","06103","12216","CA","Cedar Flat CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",797,0.0069 
"06","06103","14498","CA","Colfax city, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1995,0.0172 
"06","06103","19455","CA","Dollar Point CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1261,0.0108 
"06","06103","20298","CA","Dutch Flat CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",183,0.0016 
"06","06103","24834","CA","Foresthill CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1692,0.0145 
"06","06103","30693","CA","Granite Bay CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",19789,0.1701 
"06","06103","38548","CA","Kings Beach CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",3563,0.0306 
"06","06103","38604","CA","Kingvale CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",2,0 
"06","06103","41474","CA","Lincoln city, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1033,0.0089 
"06","06103","46632","CA","Meadow Vista CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",3263,0.0281 
"06","06103","51000","CA","Newcastle CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1321,0.0114 
"06","06103","51637","CA","North Auburn CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",13452,0.1157 
"06","06103","56546","CA","Penryn CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",872,0.0075 
"06","06103","62938","CA","Roseville city, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",2405,0.0207 
"06","06103","71414","CA","Sheridan CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1337,0.0115 
"06","06103","76015","CA","Sunnyside-Tahoe City CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1555,0.0134 
"06","06103","77700","CA","Tahoe Vista CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1392,0.012 
"06","06103","77728","CA","Tahoma CDP, CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",362,0.0031 
"06","06103","99999","CA","[not in a place]","Placer County (East/High Country Region)--Auburn & Colfax Cities",45132,0.388 
"06","06501","07218","CA","Blythe city, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",18317,0.0982 
"06","06501","14260","CA","Coachella city, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",41941,0.2248 
"06","06501","18982","CA","Desert Center CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",256,0.0014 
"06","06501","36448","CA","Indio city, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",88569,0.4748 
"06","06501","36452","CA","Indio Hills CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",1048,0.0056 
"06","06501","40354","CA","La Quinta city, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",6581,0.0353 
"06","06501","46660","CA","Mecca CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",8219,0.0441 
"06","06501","47066","CA","Mesa Verde CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",766,0.0041 
"06","06501","52302","CA","North Shore CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",3585,0.0192 
"06","06501","53224","CA","Oasis CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",4458,0.0239 
"06","06501","61012","CA","Ripley CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",538,0.0029 
"06","06501","78456","CA","Thermal CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",2676,0.0143 
"06","06501","83085","CA","Vista Santa Rosa CDP, CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",2607,0.014 
"06","06501","99999","CA","[not in a place]","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",6985,0.0374 
"06","06502","00464","CA","Aguanga CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",521,0.0039 
"06","06502","02294","CA","Anza CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",2031,0.0154 
"06","06502","12048","CA","Cathedral City city, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",51493,0.3902 
"06","06502","18996","CA","Desert Hot Springs city, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",6,0 
"06","06502","36203","CA","Idyllwild-Pine Cove CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",4163,0.0315 
"06","06502","39715","CA","Lake Riverside CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",1268,0.0096 
"06","06502","49544","CA","Mountain Center CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",66,0.0005 
"06","06502","55184","CA","Palm Desert city, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",5075,0.0385 
"06","06502","55254","CA","Palm Springs city, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",44529,0.3375 
"06","06502","59500","CA","Rancho Mirage city, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",16999,0.1288 
"06","06502","64056","CA","Sage CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",710,0.0054 
"06","06502","85208","CA","Whitewater CDP, CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",984,0.0075 
"06","06502","99999","CA","[not in a place]","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",4108,0.0311 
"06","06507","03820","CA","Banning city, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",29505,0.169 
"06","06507","04758","CA","Beaumont city, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",53036,0.3038 
"06","06507","09360","CA","Cabazon CDP, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",2629,0.0151 
"06","06507","09864","CA","Calimesa city, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",10026,0.0574 
"06","06507","12916","CA","Cherry Valley CDP, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",6509,0.0373 
"06","06507","30944","CA","Green Acres CDP, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",699,0.004 
"06","06507","33182","CA","Hemet city, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",6864,0.0393 
"06","06507","39836","CA","Lakeview CDP, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",1859,0.0106 
"06","06507","52624","CA","Nuevo CDP, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",1384,0.0079 
"06","06507","67112","CA","San Jacinto city, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",49114,0.2813 
"06","06507","81708","CA","Valle Vista CDP, CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",4277,0.0245 
"06","06507","99999","CA","[not in a place]","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",8699,0.0498 
"06","06509","10928","CA","Canyon Lake city, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",55,0.0004 
"06","06509","16350","CA","Corona city, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",2489,0.0186 
"06","06509","30410","CA","Good Hope CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",6810,0.0509 
"06","06509","34316","CA","Homeland CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",3249,0.0243 
"06","06509","39645","CA","Lake Mathews CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",3073,0.023 
"06","06509","39836","CA","Lakeview CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",118,0.0009 
"06","06509","46520","CA","Meadowbrook CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",886,0.0066 
"06","06509","46646","CA","Mead Valley CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",14167,0.1058 
"06","06509","52624","CA","Nuevo CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",5349,0.04 
"06","06509","56700","CA","Perris city, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",73525,0.5492 
"06","06509","62756","CA","Romoland CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",200,0.0015 
"06","06509","78138","CA","Temescal Valley CDP, CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",18902,0.1412 
"06","06509","99999","CA","[not in a place]","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",5060,0.0378 
"06","06511","22457","CA","El Sobrante CDP, CA","Riverside County (Northwest)--Riverside City (West)",621,0.0036 
"06","06511","37692","CA","Jurupa Valley city, CA","Riverside County (Northwest)--Riverside City (West)",8,0 
"06","06511","51560","CA","Norco city, CA","Riverside County (Northwest)--Riverside City (West)",131,0.0008 
"06","06511","62000","CA","Riverside city, CA","Riverside County (Northwest)--Riverside City (West)",169641,0.9955 
"06","06514","21230","CA","Eastvale city, CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",69757,0.3991 
"06","06514","37692","CA","Jurupa Valley city, CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",105045,0.6009 
"06","06514","99999","CA","[not in a place]","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",4,0 
"06","06515","00464","CA","Aguanga CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",184,0.0012 
"06","06515","02294","CA","Anza CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",1044,0.0065 
"06","06515","06028","CA","Bermuda Dunes CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",8244,0.0516 
"06","06515","18986","CA","Desert Edge CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",4180,0.0261 
"06","06515","18996","CA","Desert Hot Springs city, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",32506,0.2033 
"06","06515","19022","CA","Desert Palms CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",6686,0.0418 
"06","06515","29112","CA","Garnet CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",7118,0.0445 
"06","06515","36434","CA","Indian Wells city, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",4757,0.0297 
"06","06515","36448","CA","Indio city, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",568,0.0036 
"06","06515","39715","CA","Lake Riverside CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",107,0.0007 
"06","06515","40354","CA","La Quinta city, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",30977,0.1937 
"06","06515","53224","CA","Oasis CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",10,0.0001 
"06","06515","55184","CA","Palm Desert city, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",46088,0.2882 
"06","06515","55254","CA","Palm Springs city, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",46,0.0003 
"06","06515","72156","CA","Sky Valley CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",2411,0.0151 
"06","06515","78596","CA","Thousand Palms CDP, CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",7967,0.0498 
"06","06515","99999","CA","[not in a place]","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",7014,0.0439 
