"state","puma22","place","stab","PlaceName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Place code","State abbr.","Place name","PUMA22 name","Total population (2020 Census)","puma22-to-place allocation factor"
"06","00101","00674","CA","Albany city, CA","Alameda County (North)--Berkeley & Albany Cities",20271,0.1402 
"06","00101","06000","CA","Berkeley city, CA","Alameda County (North)--Berkeley & Albany Cities",124321,0.8598 
"06","00111","53000","CA","Oakland city, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",106433,1 
"06","00112","53000","CA","Oakland city, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",106896,1 
"06","00113","53000","CA","Oakland city, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",125840,1 
"06","00114","00562","CA","Alameda city, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",78280,0.4017 
"06","00114","11964","CA","Castro Valley CDP, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",1471,0.0075 
"06","00114","22594","CA","Emeryville city, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",12905,0.0662 
"06","00114","53000","CA","Oakland city, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",9,0 
"06","00114","56938","CA","Piedmont city, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",11270,0.0578 
"06","00114","68084","CA","San Leandro city, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",90917,0.4666 
"06","00115","02980","CA","Ashland CDP, CA","Alameda County (Northwest)--Castro Valley & Ashland",23823,0.2208 
"06","00115","11964","CA","Castro Valley CDP, CA","Alameda County (Northwest)--Castro Valley & Ashland",61368,0.5687 
"06","00115","12902","CA","Cherryland CDP, CA","Alameda County (Northwest)--Castro Valley & Ashland",14445,0.1339 
"06","00115","33000","CA","Hayward city, CA","Alameda County (Northwest)--Castro Valley & Ashland",4272,0.0396 
"06","00115","68084","CA","San Leandro city, CA","Alameda County (Northwest)--Castro Valley & Ashland",91,0.0008 
"06","00115","68112","CA","San Lorenzo CDP, CA","Alameda County (Northwest)--Castro Valley & Ashland",3477,0.0322 
"06","00115","99999","CA","[not in a place]","Alameda County (Northwest)--Castro Valley & Ashland",437,0.004 
"06","00116","11964","CA","Castro Valley CDP, CA","Alameda County (Central)--Hayward City (East)",3602,0.0353 
"06","00116","12902","CA","Cherryland CDP, CA","Alameda County (Central)--Hayward City (East)",1363,0.0134 
"06","00116","23350","CA","Fairview CDP, CA","Alameda County (Central)--Hayward City (East)",11341,0.1111 
"06","00116","33000","CA","Hayward city, CA","Alameda County (Central)--Hayward City (East)",84471,0.8279 
"06","00116","77042","CA","Sunol CDP, CA","Alameda County (Central)--Hayward City (East)",12,0.0001 
"06","00116","81204","CA","Union City city, CA","Alameda County (Central)--Hayward City (East)",1056,0.0103 
"06","00116","99999","CA","[not in a place]","Alameda County (Central)--Hayward City (East)",190,0.0019 
"06","00117","26000","CA","Fremont city, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",26624,0.2518 
"06","00117","50916","CA","Newark city, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",47529,0.4496 
"06","00117","81204","CA","Union City city, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",31568,0.2986 
"06","00118","26000","CA","Fremont city, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",88193,0.7013 
"06","00118","81204","CA","Union City city, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",37519,0.2983 
"06","00118","99999","CA","[not in a place]","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",53,0.0004 
"06","00119","20018","CA","Dublin city, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",44193,0.3502 
"06","00119","33000","CA","Hayward city, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",5,0 
"06","00119","57792","CA","Pleasanton city, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",79871,0.633 
"06","00119","77042","CA","Sunol CDP, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",910,0.0072 
"06","00119","99999","CA","[not in a place]","Alameda County (Central)--Pleasanton & Dublin (West) Cities",1199,0.0095 
"06","00120","20018","CA","Dublin city, CA","Alameda County (East)--Livermore & Dublin (East) Cities",28396,0.2393 
"06","00120","41992","CA","Livermore city, CA","Alameda County (East)--Livermore & Dublin (East) Cities",87955,0.7412 
"06","00120","99999","CA","[not in a place]","Alameda County (East)--Livermore & Dublin (East) Cities",2312,0.0195 
"06","00121","26000","CA","Fremont city, CA","Alameda County (South)--Fremont City (Southeast)",115687,1 
"06","00122","33000","CA","Hayward city, CA","Alameda County (West)--Hayward City (West)",74206,0.7398 
"06","00122","68112","CA","San Lorenzo CDP, CA","Alameda County (West)--Hayward City (West)",26104,0.2602 
"06","00123","53000","CA","Oakland city, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",101468,1 
"06","00300","01228","CA","Alpine Village CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",224,0.0012 
"06","00300","01514","CA","Amador City city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",200,0.001 
"06","00300","01518","CA","Amador Pines CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1118,0.0058 
"06","00300","02112","CA","Angels city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3667,0.0191 
"06","00300","02770","CA","Arnold CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3288,0.0171 
"06","00300","03026","CA","Aspen Springs CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",70,0.0004 
"06","00300","03316","CA","Avery CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",636,0.0033 
"06","00300","04716","CA","Bear Valley CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",128,0.0007 
"06","00300","04730","CA","Bear Valley CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",156,0.0008 
"06","00300","05346","CA","Benton CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",279,0.0015 
"06","00300","06616","CA","Big Pine CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1875,0.0098 
"06","00300","06798","CA","Bishop city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3819,0.0199 
"06","00300","07525","CA","Bootjack CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",661,0.0034 
"06","00300","08240","CA","Bridgeport CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",553,0.0029 
"06","00300","08680","CA","Buckhorn CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2597,0.0135 
"06","00300","08716","CA","Buck Meadows CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",21,0.0001 
"06","00300","08828","CA","Buena Vista CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",542,0.0028 
"06","00300","10042","CA","Camanche North Shore CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1070,0.0056 
"06","00300","10044","CA","Camanche Village CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",964,0.005 
"06","00300","11600","CA","Cartago CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",62,0.0003 
"06","00300","12062","CA","Catheys Valley CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",829,0.0043 
"06","00300","12300","CA","Cedar Ridge CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1235,0.0064 
"06","00300","12594","CA","Chalfant CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",660,0.0034 
"06","00300","12730","CA","Charleston View CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",45,0.0002 
"06","00300","13182","CA","Chinese Camp CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",90,0.0005 
"06","00300","14454","CA","Cold Springs CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",123,0.0006 
"06","00300","14484","CA","Coleville CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",419,0.0022 
"06","00300","14904","CA","Columbia CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2577,0.0134 
"06","00300","16210","CA","Copperopolis CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3400,0.0177 
"06","00300","16644","CA","Coulterville CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",115,0.0006 
"06","00300","16886","CA","Crane Creek CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",29,0.0002 
"06","00300","17372","CA","Crowley Lake CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",980,0.0051 
"06","00300","18030","CA","Darwin CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",36,0.0002 
"06","00300","19406","CA","Dixon Lane-MeadowCreek CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2780,0.0145 
"06","00300","19570","CA","Dorrington CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",519,0.0027 
"06","00300","19976","CA","Drytown CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",186,0.001 
"06","00300","21188","CA","East Sonora CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2431,0.0127 
"06","00300","22328","CA","El Portal CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",372,0.0019 
"06","00300","23980","CA","Fiddletown CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",279,0.0015 
"06","00300","24218","CA","Fish Camp CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",49,0.0003 
"06","00300","24897","CA","Forest Meadows CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1276,0.0066 
"06","00300","28021","CA","Furnace Creek CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",136,0.0007 
"06","00300","30900","CA","Greeley Hill CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",927,0.0048 
"06","00300","31372","CA","Groveland CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",540,0.0028 
"06","00300","34405","CA","Homewood Canyon CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",40,0.0002 
"06","00300","34708","CA","Hornitos CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",38,0.0002 
"06","00300","36350","CA","Independence CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",593,0.0031 
"06","00300","36672","CA","Ione city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5141,0.0268 
"06","00300","36980","CA","Jackson city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5019,0.0261 
"06","00300","37106","CA","Jamestown CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3478,0.0181 
"06","00300","37624","CA","June Lake CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",611,0.0032 
"06","00300","37918","CA","Keeler CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",71,0.0004 
"06","00300","38646","CA","Kirkwood CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",190,0.001 
"06","00300","39484","CA","Lake Don Pedro CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1765,0.0092 
"06","00300","40998","CA","Lee Vining CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",217,0.0011 
"06","00300","42142","CA","Lockwood CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",495,0.0026 
"06","00300","42580","CA","Lone Pine CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2014,0.0105 
"06","00300","42622","CA","Long Barn CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",162,0.0008 
"06","00300","44830","CA","McGee Creek CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",45,0.0002 
"06","00300","45358","CA","Mammoth Lakes town, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",7191,0.0375 
"06","00300","45932","CA","Mariposa CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1526,0.008 
"06","00300","45988","CA","Markleeville CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",191,0.001 
"06","00300","46100","CA","Martell CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",207,0.0011 
"06","00300","47013","CA","Mesa CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",275,0.0014 
"06","00300","47086","CA","Mesa Vista CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",217,0.0011 
"06","00300","47374","CA","Midpines CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",379,0.002 
"06","00300","48298","CA","Mi-Wuk Village CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",935,0.0049 
"06","00300","48480","CA","Mokelumne Hill CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",691,0.0036 
"06","00300","48602","CA","Mono City CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",224,0.0012 
"06","00300","48641","CA","Mono Vista CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3236,0.0169 
"06","00300","49628","CA","Mountain Ranch CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",223,0.0012 
"06","00300","49726","CA","Mt. Bullion CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",154,0.0008 
"06","00300","50034","CA","Murphys CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1995,0.0104 
"06","00300","53490","CA","Olancha CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",131,0.0007 
"06","00300","55528","CA","Paradise CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",174,0.0009 
"06","00300","56294","CA","Pearsonville CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",8,0 
"06","00300","56870","CA","Phoenix Lake CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4264,0.0222 
"06","00300","57148","CA","Pine Grove CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2891,0.0151 
"06","00300","57244","CA","Pine Mountain Lake CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2636,0.0137 
"06","00300","57330","CA","Pioneer CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1066,0.0056 
"06","00300","57834","CA","Plymouth city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1078,0.0056 
"06","00300","59220","CA","Rail Road Flat CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",316,0.0016 
"06","00300","59426","CA","Rancho Calaveras CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5590,0.0291 
"06","00300","59896","CA","Red Corral CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1687,0.0088 
"06","00300","61124","CA","River Pines CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",390,0.002 
"06","00300","63148","CA","Round Valley CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",482,0.0025 
"06","00300","64420","CA","San Andreas CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2994,0.0156 
"06","00300","71680","CA","Shoshone CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",22,0.0001 
"06","00300","71834","CA","Sierra Village CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",411,0.0021 
"06","00300","72674","CA","Sonora city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5003,0.0261 
"06","00300","72772","CA","Soulsbyville CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2092,0.0109 
"06","00300","75322","CA","Strawberry CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",87,0.0005 
"06","00300","76040","CA","Sunny Slopes CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",139,0.0007 
"06","00300","77392","CA","Sutter Creek city, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2646,0.0138 
"06","00300","77430","CA","Swall Meadows CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",178,0.0009 
"06","00300","78050","CA","Tecopa CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",120,0.0006 
"06","00300","79030","CA","Topaz CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",150,0.0008 
"06","00300","80515","CA","Trona CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",11,0.0001 
"06","00300","80763","CA","Tuolumne City CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1798,0.0094 
"06","00300","80896","CA","Tuttletown CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",787,0.0041 
"06","00300","80966","CA","Twain Harte CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2378,0.0124 
"06","00300","81048","CA","Twin Lakes CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",45,0.0002 
"06","00300","81652","CA","Vallecito CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",442,0.0023 
"06","00300","81890","CA","Valley Springs CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3779,0.0197 
"06","00300","82929","CA","Virginia Lakes CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",7,0 
"06","00300","83094","CA","Volcano CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",104,0.0005 
"06","00300","83262","CA","Walker CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",704,0.0037 
"06","00300","83304","CA","Wallace CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",479,0.0025 
"06","00300","83766","CA","Wawona CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",111,0.0006 
"06","00300","84120","CA","West Bishop CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2754,0.0143 
"06","00300","84732","CA","West Point CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",688,0.0036 
"06","00300","85551","CA","Wilkerson CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",543,0.0028 
"06","00300","86912","CA","Yosemite Valley CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",337,0.0018 
"06","00300","86916","CA","Yosemite West CDP, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",47,0.0002 
"06","00300","99999","CA","[not in a place]","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",63077,0.3286 
"06","00700","03792","CA","Bangor CDP, CA","Butte County--Chico City",695,0.0033 
"06","00700","06070","CA","Berry Creek CDP, CA","Butte County--Chico City",1637,0.0077 
"06","00700","06560","CA","Biggs city, CA","Butte County--Chico City",1964,0.0093 
"06","00700","09310","CA","Butte Creek Canyon CDP, CA","Butte County--Chico City",780,0.0037 
"06","00700","09318","CA","Butte Meadows CDP, CA","Butte County--Chico City",74,0.0003 
"06","00700","09324","CA","Butte Valley CDP, CA","Butte County--Chico City",945,0.0045 
"06","00700","12818","CA","Cherokee CDP, CA","Butte County--Chico City",88,0.0004 
"06","00700","13014","CA","Chico city, CA","Butte County--Chico City",101475,0.4795 
"06","00700","14148","CA","Clipper Mills CDP, CA","Butte County--Chico City",160,0.0008 
"06","00700","14442","CA","Cohasset CDP, CA","Butte County--Chico City",830,0.0039 
"06","00700","16035","CA","Concow CDP, CA","Butte County--Chico City",402,0.0019 
"06","00700","20270","CA","Durham CDP, CA","Butte County--Chico City",5834,0.0276 
"06","00700","24750","CA","Forbestown CDP, CA","Butte County--Chico City",396,0.0019 
"06","00700","24918","CA","Forest Ranch CDP, CA","Butte County--Chico City",1304,0.0062 
"06","00700","31260","CA","Gridley city, CA","Butte County--Chico City",7421,0.0351 
"06","00700","34428","CA","Honcut CDP, CA","Butte County--Chico City",306,0.0014 
"06","00700","38024","CA","Kelly Ridge CDP, CA","Butte County--Chico City",3006,0.0142 
"06","00700","45120","CA","Magalia CDP, CA","Butte County--Chico City",7795,0.0368 
"06","00700","51574","CA","Nord CDP, CA","Butte County--Chico City",286,0.0014 
"06","00700","54386","CA","Oroville city, CA","Butte County--Chico City",20042,0.0947 
"06","00700","54388","CA","Oroville East CDP, CA","Butte County--Chico City",8038,0.038 
"06","00700","55086","CA","Palermo CDP, CA","Butte County--Chico City",5555,0.0262 
"06","00700","55520","CA","Paradise town, CA","Butte County--Chico City",4764,0.0225 
"06","00700","59115","CA","Rackerby CDP, CA","Butte County--Chico City",210,0.001 
"06","00700","60662","CA","Richvale CDP, CA","Butte County--Chico City",234,0.0011 
"06","00700","62200","CA","Robinson Mill CDP, CA","Butte County--Chico City",89,0.0004 
"06","00700","73178","CA","South Oroville CDP, CA","Butte County--Chico City",3235,0.0153 
"06","00700","74186","CA","Stirling City CDP, CA","Butte County--Chico City",284,0.0013 
"06","00700","78470","CA","Thermalito CDP, CA","Butte County--Chico City",7198,0.034 
"06","00700","86678","CA","Yankee Hill CDP, CA","Butte County--Chico City",260,0.0012 
"06","00700","99999","CA","[not in a place]","Butte County--Chico City",26325,0.1244 
"06","01100","02420","CA","Arbuckle CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",3484,0.0263 
"06","01100","02910","CA","Artois CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",295,0.0022 
"06","01100","05276","CA","Bend CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",603,0.0045 
"06","01100","09150","CA","Burnt Ranch CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",250,0.0019 
"06","01100","14406","CA","Coffee Creek CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",152,0.0011 
"06","01100","14554","CA","College City CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",292,0.0022 
"06","01100","14946","CA","Colusa city, CA","Colusa, Glenn, Tehama & Trinity Counties",6411,0.0483 
"06","01100","16322","CA","Corning city, CA","Colusa, Glenn, Tehama & Trinity Counties",8244,0.0621 
"06","01100","17876","CA","Dales CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",28,0.0002 
"06","01100","19724","CA","Douglas City CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",868,0.0065 
"06","01100","22006","CA","Elk Creek CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",138,0.001 
"06","01100","24568","CA","Flournoy CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",117,0.0009 
"06","01100","29392","CA","Gerber CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",1044,0.0079 
"06","01100","31288","CA","Grimes CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",296,0.0022 
"06","01100","31890","CA","Hamilton City CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",2263,0.0171 
"06","01100","32562","CA","Hayfork CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",2324,0.0175 
"06","01100","36098","CA","Hyampom CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",241,0.0018 
"06","01100","37596","CA","Junction City CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",658,0.005 
"06","01100","39460","CA","Lake California CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",3377,0.0254 
"06","01100","40536","CA","Las Flores CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",190,0.0014 
"06","01100","41278","CA","Lewiston CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",1222,0.0092 
"06","01100","42230","CA","Lodoga CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",184,0.0014 
"06","01100","44140","CA","Los Molinos CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",2098,0.0158 
"06","01100","45092","CA","Mad River CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",361,0.0027 
"06","01100","45512","CA","Manton CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",310,0.0023 
"06","01100","46338","CA","Maxwell CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",1067,0.008 
"06","01100","47794","CA","Mineral CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",136,0.001 
"06","01100","54274","CA","Orland city, CA","Colusa, Glenn, Tehama & Trinity Counties",8298,0.0625 
"06","01100","56042","CA","Paskenta CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",110,0.0008 
"06","01100","56196","CA","Paynes Creek CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",54,0.0004 
"06","01100","58456","CA","Post Mountain CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",3032,0.0228 
"06","01100","58758","CA","Princeton CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",309,0.0023 
"06","01100","58814","CA","Proberta CDP, CA","Colusa, Glenn, Tehama & Trinity Counties",237,0.0018 
