"state","puma22","county","stab","CountyName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","County code","State abbr.","County name","PUMA22 name","Total population (2020 Census)","puma22-to-county allocation factor"
"06","08510","06085","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Central)",160284,1 
"06","08511","06085","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park P",108867,1 
"06","08512","06085","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)",113250,1 
"06","08515","06085","CA","Santa Clara CA","Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town",102829,1 
"06","08516","06085","CA","Santa Clara CA","Santa Clara County (Northwest)--Sunnyvale City",160703,1 
"06","08517","06085","CA","Santa Clara CA","Santa Clara County (Northwest)--Santa Clara City",126117,1 
"06","08518","06085","CA","Santa Clara CA","Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities",108171,1 
"06","08519","06085","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (North)",167708,1 
"06","08520","06085","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Southeast/Evergreen)",117246,1 
"06","08521","06085","CA","Santa Clara CA","Santa Clara County (North)--San Jose City (North Valley/East San Jose)",133325,1 
"06","08522","06085","CA","Santa Clara CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",115763,1 
"06","08701","06087","CA","Santa Cruz CA","Santa Cruz County (North)--Watsonville & Scotts Valley Cities",153412,1 
"06","08702","06087","CA","Santa Cruz CA","Santa Cruz County (South & Coastal)--Santa Cruz City",117449,1 
"06","08900","06089","CA","Shasta CA","Shasta County--Redding City",182155,1 
"06","09501","06095","CA","Solano CA","Solano County (Southwest)--Vallejo & Benicia Cities",154611,1 
"06","09502","06095","CA","Solano CA","Solano County (Central)--Fairfield & Suisun City Cities",155753,1 
"06","09503","06095","CA","Solano CA","Solano County (Northeast)--Vacaville & Dixon Cities",143127,1 
"06","09702","06097","CA","Sonoma CA","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",126344,1 
"06","09704","06097","CA","Sonoma CA","Sonoma County (North)--Windsor Town, Healdsburg & Cloverdale Cities",121768,1 
"06","09705","06097","CA","Sonoma CA","Sonoma County (Central)--Santa Rosa City (West)",101323,1 
"06","09706","06097","CA","Sonoma CA","Sonoma County (East)--Santa Rosa City (East)",139428,1 
"06","09901","06099","CA","Stanislaus CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",123567,1 
"06","09902","06099","CA","Stanislaus CA","Stanislaus County (Central)--Modesto City (West)",125755,1 
"06","09903","06099","CA","Stanislaus CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",187249,1 
"06","09904","06099","CA","Stanislaus CA","Stanislaus County (Central)--Modesto City (East)",116307,1 
"06","10100","06101","CA","Sutter CA","Sutter & Yuba Counties--Yuba City & Marysville Cities",99633,0.5498 
"06","10100","06115","CA","Yuba CA","Sutter & Yuba Counties--Yuba City & Marysville Cities",81575,0.4502 
"06","10701","06107","CA","Tulare CA","Tulare County (Northwest)--Visalia City",154048,1 
"06","10702","06107","CA","Tulare CA","Tulare County (West Central)--Tulare & Porterville Cities",162425,1 
"06","10703","06107","CA","Tulare CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",156644,1 
"06","11102","06111","CA","Ventura CA","Ventura County (Southeast)--Thousand Oaks City",150570,1 
"06","11103","06111","CA","Ventura CA","Ventura County (Southwest)--Oxnard & Port Hueneme Cities",194941,1 
"06","11104","06111","CA","Ventura CA","Ventura County (Southwest)--San Buenaventura (Ventura) City",127723,1 
"06","11107","06111","CA","Ventura CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",110950,1 
"06","11108","06111","CA","Ventura CA","Ventura County (Southeast)--Simi Valley City",129090,1 
"06","11109","06111","CA","Ventura CA","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest)",130569,1 
"06","11301","06113","CA","Yolo CA","Yolo County (North)--Woodland & Winters Cities, UC Davis & Rural",101212,1 
"06","11302","06113","CA","Yolo CA","Yolo County (South)--Davis & West Sacramento Cities",115191,1 
